gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,tier,z_track_b,p_track_b,q_track_b,p_combined
TUBGCP3,650,933,41.58565902709961,0.0077661094,-0.12962702127875114,0.5515692381364925,0.9057068447054576,10304,0,1,0.0014852248,11202,10304,-0.035119258,-0.0006898353,0.049260385,Background,-0.12962702127875114,0.5515692381364925,0.9057068447054576,0.5515692381364925
ABCC6,582,1530,42.17108154296875,0.006603149,-0.1297401932117703,0.5516140091424196,0.9057068447054576,10305,0,1,0.001475917,14482,10305,-0.018124456,-8.077035e-05,0.029642211,Background,-0.1297401932117703,0.5516140091424196,0.9057068447054576,0.5516140091424196
RAB11FIP4,646,639,41.94328308105469,0.0076822243,-0.13036314358838674,0.5518604375698295,0.9060235400428406,10306,0,2,0.002722879,3290,10306,0.012141645,-0.03677465,0.037939012,Background,-0.13036314358838674,0.5518604375698295,0.9060235400428406,0.5518604375698295
RNFT1,355,442,41.80883026123047,0.00052817963,-0.1305720099851092,0.5519430570399205,0.9060712646856947,10307,0,2,0.001488097,10790,10307,-0.060593992,3.0755119e-12,0.061508823,Background,-0.1305720099851092,0.5519430570399205,0.9060712646856947,0.5519430570399205
NTN3,667,602,37.988040924072266,0.0079479925,-0.1324683306418173,0.5526930646349646,0.9072144599945285,10308,0,2,0.0028580735,2433,10308,-0.075629644,0.060439687,0.028956285,Background,-0.1324683306418173,0.5526930646349646,0.9072144599945285,0.5526930646349646
OR2T2,228,329,41.897674560546875,-0.0063878554,-0.13274678822623603,0.5528031806870785,0.9073071895649789,10309,0,1,0.0014493802,15628,10309,-0.0081830025,0.013316305,-0.016197395,Background,-0.13274678822623603,0.5528031806870785,0.9073071895649789,0.5528031806870785
NPFF,689,122,39.15475845336914,0.008250069,-0.13327065958055917,0.5530103345761251,0.9075591523790532,10310,0,1,0.0014846708,11340,10310,-0.018201709,-0.014934989,0.047426235,Background,-0.13327065958055917,0.5530103345761251,0.9075591523790532,0.5530103345761251
SNTG2,444,561,41.09938430786133,0.0033387272,-0.13445543343736208,0.5534787750088648,0.9082398286441656,10311,0,1,0.001474825,14722,10311,-0.021733282,-0.0007752506,0.028291378,Background,-0.13445543343736208,0.5534787750088648,0.9082398286441656,0.5534787750088648
FOXO6,679,534,30.529441833496097,0.008055041,-0.13502904104927296,0.5537055434191509,0.908523835788599,10312,0,2,0.0028663126,2290,10312,-0.08126426,0.06429287,0.030923113,Background,-0.13502904104927296,0.5537055434191509,0.908523835788599,0.5537055434191509
DNAJC13,673,2260,44.64118957519531,0.00794412,-0.13580991750484803,0.554014224663882,0.9089421779611057,10313,0,2,0.0028621394,2363,10313,-0.07826326,0.062075604,0.029947273,Background,-0.13580991750484803,0.554014224663882,0.9089421779611057,0.554014224663882
ENTREP3,698,707,41.5345458984375,0.008296361,-0.13619831771323493,0.5541677474766807,0.9091059033648864,10314,0,2,0.0028144857,2832,10314,-0.045849696,0.025224218,0.0349952,Background,-0.13619831771323493,0.5541677474766807,0.9091059033648864,0.5541677474766807
GABRP,693,448,41.8836784362793,0.008219866,-0.1363921438442065,0.5542443580266556,0.9091434355609319,10315,0,2,0.0028776298,2050,10315,-0.08961105,0.06958385,0.034264445,Background,-0.1363921438442065,0.5542443580266556,0.9091434355609319,0.5542443580266556
C4orf50,601,1128,42.62408828735352,0.006713105,-0.13797227182410443,0.5548688340954979,0.9100795534020768,10316,0,2,0.0028253796,2772,10316,-0.058740743,0.046946898,0.023421288,Background,-0.13797227182410443,0.5548688340954979,0.9100795534020768,0.5548688340954979
C3orf20,599,726,44.75225830078125,0.0066656,-0.13839521796136128,0.5550359619176336,0.9101819134893985,10317,0,2,0.0028324942,2724,10317,-0.060263857,0.04657437,0.025234643,Background,-0.13839521796136128,0.5550359619176336,0.9101819134893985,0.5550359619176336
GPR171,717,324,39.80040740966797,0.008497914,-0.13840247333666597,0.5550388288051781,0.9101819134893985,10318,0,2,0.0023451536,4279,10318,-0.03401296,0.0028776035,0.045854166,Background,-0.13840247333666597,0.5550388288051781,0.9101819134893985,0.5550388288051781
RIMBP3,551,1511,42.724979400634766,0.005748253,-0.13868943202285175,0.5551522152928378,0.9102796281378831,10319,0,1,0.0014881148,10787,10319,-0.023711603,-0.027935684,0.061603557,Background,-0.13868943202285175,0.5551522152928378,0.9102796281378831,0.5551522152928378
SMOC2,647,464,35.51762390136719,0.007438264,-0.13956938697513616,0.5554998852582184,0.910722278118533,10320,0,2,0.0028476955,2564,10320,-0.06873001,0.05438801,0.02722545,Background,-0.13956938697513616,0.5554998852582184,0.910722278118533,0.5554998852582184
ANKDD1B,395,553,41.1906623840332,0.0016959739,-0.1396451687234645,0.5555298246135567,0.910722278118533,10321,0,1,0.001473864,14911,10321,-0.022825187,-0.0014331266,0.02719584,Background,-0.1396451687234645,0.5555298246135567,0.910722278118533,0.5555298246135567
OR2T35,233,333,42.0390510559082,-0.0062732133,-0.1409162811740715,0.5560319600119796,0.9114571559196565,10322,0,1,0.0014490535,15631,10322,-0.008149948,0.013221316,-0.015936889,Background,-0.1409162811740715,0.5560319600119796,0.9114571559196565,0.5560319600119796
SEC14L6,174,412,31.569616317749023,-0.011676481,-0.14178999590203462,0.5563770568283767,0.9119344959349156,10323,0,2,0.0010000013,16137,10323,-0.02022426,1.864426e-09,1.8626451e-09,Background,-0.14178999590203462,0.5563770568283767,0.9119344959349156,0.5563770568283767
ALDH1L1,637,906,40.73471450805664,0.007201607,-0.14226866082659864,0.556566100133004,0.9121559874322382,10324,0,2,0.002843619,2614,10324,-0.06584279,0.051495694,0.026820648,Background,-0.14226866082659864,0.556566100133004,0.9121559874322382,0.556566100133004
OR5T1,117,346,42.06483459472656,-0.0204145,-0.14325719372451975,0.5569564692412391,0.9127073568582824,10325,0,1,0.0010000005,16463,10325,-9.346404e-10,1.3983719e-09,-0.035358943,Background,-0.14325719372451975,0.5569564692412391,0.9127073568582824,0.5569564692412391
PCDHGA10,472,943,41.80088806152344,0.0038124342,-0.14378088336945824,0.557163250564725,0.9129577958120422,10326,0,1,0.0014692292,15395,10326,-0.015556733,-0.00071362127,0.022873681,Background,-0.14378088336945824,0.557163250564725,0.9129577958120422,0.557163250564725
TRIM75,311,487,41.60932159423828,-0.001771286,-0.14403588347710464,0.5572639329256752,0.9130343512251792,10327,0,1,0.0014788181,13535,10327,-6.4871376e-12,-0.036975503,0.033907548,Background,-0.14403588347710464,0.5572639329256752,0.9130343512251792,0.5572639329256752
PRR23C,335,364,41.199554443359375,-0.0007086555,-0.14463377525659826,0.5574999855931878,0.9133326642367098,10328,0,1,0.0014890142,10706,10328,-0.043693207,-0.024303656,0.066769436,Background,-0.14463377525659826,0.5574999855931878,0.9133326642367098,0.5574999855931878
FAM222A,642,520,29.20079231262207,0.007210442,-0.14481396626094215,0.5575711225074217,0.9133607699511642,10329,0,2,0.0028432056,2622,10329,-0.066388525,0.05242768,0.026449703,Background,-0.14481396626094215,0.5575711225074217,0.9133607699511642,0.5575711225074217
SUSD4,657,506,41.35832595825195,0.007434297,-0.1452706781435991,0.5577514177167039,0.9135258001342896,10330,0,2,0.002767541,3083,10330,-0.035028756,0.01861529,0.02929004,Background,-0.1452706781435991,0.5577514177167039,0.9135258001342896,0.5577514177167039
ATP9B,607,1155,41.53254699707031,0.0066093393,-0.14534270056810103,0.5577798487699377,0.9135258001342896,10331,0,2,0.0028297675,2745,10331,-0.06035637,0.047517456,0.024286622,Background,-0.14534270056810103,0.5577798487699377,0.9135258001342896,0.5577798487699377
BEST4,647,518,38.52480697631836,0.0072690365,-0.14556622202135835,0.5578680825921921,0.913581877415785,10332,0,1,0.0014841089,11503,10332,-0.032206185,-0.0008993936,0.04569592,Background,-0.14556622202135835,0.5578680825921921,0.913581877415785,0.5578680825921921
C14orf39,685,614,41.823753356933594,0.007835568,-0.14597138357566228,0.5580280104900455,0.9137553408972775,10333,0,2,0.0022439212,4978,10333,-0.048403986,0.0021199982,0.05985559,Background,-0.14597138357566228,0.5580280104900455,0.9137553408972775,0.5580280104900455
GFRA3,693,453,41.760284423828125,0.007935715,-0.14652149648270932,0.5582451393466501,0.913985433757491,10334,0,2,0.002802267,2887,10334,-0.043117434,0.02277441,0.034088086,Background,-0.14652149648270932,0.5582451393466501,0.913985433757491,0.5582451393466501
DCDC1,472,1811,42.9482307434082,0.0037304626,-0.14660111621603733,0.5582765637047086,0.913985433757491,10335,0,2,0.0014895368,10673,10335,-0.063689895,0.070151225,5.5879354e-09,Background,-0.14660111621603733,0.5582765637047086,0.913985433757491,0.5582765637047086
OR1K1,354,318,41.07267379760742,4.339946e-09,-0.14689809854023253,0.5583937736067643,0.9140888786209804,10336,0,1,0.0010000013,16147,10336,-3.7250512e-09,-1.0001646e-13,3.7252903e-09,Background,-0.14689809854023253,0.5583937736067643,0.9140888786209804,0.5583937736067643
TRPM6,607,2148,44.543800354003906,0.0065528885,-0.1473317996267634,0.5585649330624001,0.9142463982846729,10337,0,1,0.0014773564,14084,10337,-0.019351982,-0.00091992365,0.03162184,Background,-0.1473317996267634,0.5585649330624001,0.9142463982846729,0.5585649330624001
MTO1,693,709,42.339393615722656,0.007910629,-0.14741575671860313,0.5585980653349261,0.9142463982846729,10338,0,2,0.0028058183,2870,10338,-0.04350191,0.02404039,0.033163134,Background,-0.14741575671860313,0.5585980653349261,0.9142463982846729,0.5585980653349261
ORMDL1,692,153,41.5073356628418,0.007880026,-0.14799533004305898,0.5588267731276986,0.914433306214897,10339,0,2,0.0015495264,10287,10339,8.7316366e-05,-0.04648873,0.060050026,Background,-0.14799533004305898,0.5588267731276986,0.914433306214897,0.5588267731276986
CASP10,355,547,41.99005126953125,5.4502127e-09,-0.14820524410199104,0.5589096033353245,0.914433306214897,10340,0,2,0.0010000023,16042,10340,-1.8624494e-09,2.7938858e-09,3.7252903e-09,Background,-0.14820524410199104,0.5589096033353245,0.914433306214897,0.5589096033353245
OR51V1,355,325,41.82805252075195,3.7131629e-09,-0.14820530209385616,0.5589096262180392,0.914433306214897,10341,0,2,0.0010000019,16058,10341,-7.372284e-12,3.728374e-09,1.8626451e-09,Background,-0.14820530209385616,0.5589096262180392,0.914433306214897,0.5589096262180392
CDH26,360,955,41.75476837158203,0.00019195744,-0.14825298939634404,0.5589284428412805,0.914433306214897,10342,0,1,0.0014796455,13243,10342,-2.794358e-09,0.03534661,-0.035014134,Background,-0.14825298939634404,0.5589284428412805,0.914433306214897,0.5589284428412805
RIMBP2,627,1422,41.38070297241211,0.006855234,-0.1487025007004899,0.5591058060470434,0.9146350418946123,10343,0,2,0.002835272,2697,10343,-0.06366736,0.050752323,0.024788642,Background,-0.1487025007004899,0.5591058060470434,0.9146350418946123,0.5591058060470434
C16orf86,687,357,41.56841278076172,0.007778528,-0.14903922863141614,0.5592386606703645,0.9147160283337137,10344,0,1,0.0014875069,10849,10344,-0.042425744,-0.0026343563,0.05853291,Background,-0.14903922863141614,0.5592386606703645,0.9147160283337137,0.5592386606703645
CDK18,672,491,41.43626403808594,0.007555315,-0.14910202144742044,0.5592634345811033,0.9147160283337137,10345,0,2,0.0018894166,8507,10345,0.0007561289,-0.041143447,0.053473506,Background,-0.14910202144742044,0.5592634345811033,0.9147160283337137,0.5592634345811033
CMPK2,631,501,42.07427978515625,0.006906008,-0.1492512980954441,0.5593223283863198,0.914723931596417,10346,0,2,0.0028399967,2658,10346,-0.06534405,0.051486373,0.025819225,Background,-0.1492512980954441,0.5593223283863198,0.914723931596417,0.5593223283863198
DNAAF3,626,605,41.16170501708984,0.0067850603,-0.15059286109081343,0.5598515534042807,0.9155009455494761,10347,0,2,0.00231287,4461,10347,0.0026419,-0.03431877,0.043428943,Background,-0.15059286109081343,0.5598515534042807,0.9155009455494761,0.5598515534042807
CSE1L,672,915,41.71404647827149,0.007507816,-0.15079078768769058,0.5599296232349639,0.9155401261244288,10348,0,2,0.0028587289,2421,10348,-0.07761521,0.061752193,0.028866932,Background,-0.15079078768769058,0.5599296232349639,0.9155401261244288,0.5599296232349639
NASP,677,776,43.772518157958984,0.0075360746,-0.15244174130060942,0.5605807315150135,0.9165161829388374,10349,0,2,0.0028626984,2350,10349,-0.08050665,0.06382429,0.029735215,Background,-0.15244174130060942,0.5605807315150135,0.9165161829388374,0.5605807315150135
BRWD1,577,2464,42.450462341308594,0.005851732,-0.15282343558485365,0.5607312420516342,0.9166736826583237,10350,0,2,0.0020471711,6983,10350,0.0012700427,-0.03026838,0.039133836,Background,-0.15282343558485365,0.5607312420516342,0.9166736826583237,0.5607312420516342
KLK5,599,346,41.919395446777344,0.0062512304,-0.1529784442265474,0.5607923628975698,0.9166850333520318,10351,0,2,0.0027262107,3278,10351,-0.029130338,0.015253832,0.02470395,Background,-0.1529784442265474,0.5607923628975698,0.9166850333520318,0.5607923628975698
MAGEF1,359,369,41.47462463378906,5.3881375e-09,-0.1533873384723442,0.5609535854164763,0.9168056736669407,10352,0,2,0.0010000019,16059,10352,-3.7327297e-09,3.7284025e-09,1.8626451e-09,Background,-0.1533873384723442,0.5609535854164763,0.9168056736669407,0.5609535854164763
CAPG,689,356,35.39272689819336,0.007681168,-0.1535406928458241,0.5610140487590506,0.9168056736669407,10353,0,2,0.0027995892,2905,10353,-0.042739585,0.022414483,0.03362929,Background,-0.1535406928458241,0.5610140487590506,0.9168056736669407,0.5610140487590506
DOCK6,605,2075,41.848018646240234,0.00633662,-0.1537156389859678,0.5610830233931192,0.9168056736669407,10354,0,2,0.0027312958,3255,10354,-0.028752934,0.016523784,0.023204504,Background,-0.1537156389859678,0.5610830233931192,0.9168056736669407,0.5610830233931192
NAPSA,557,460,37.036964416503906,0.005438132,-0.15372671983371197,0.5610873920890732,0.9168056736669407,10355,0,2,0.0028069057,2867,10355,-0.055141903,0.044114023,0.020447,Background,-0.15372671983371197,0.5610873920890732,0.9168056736669407,0.5610873920890732
PPY,623,99,31.299087524414062,0.006637321,-0.1540348666039452,0.561208877965166,0.9168056736669407,10356,0,2,0.0016514886,9841,10356,0.00032703672,-0.0037078133,0.014876955,Background,-0.1540348666039452,0.561208877965166,0.9168056736669407,0.561208877965166
OR52A1,138,391,41.34619903564453,-0.016959947,-0.15415355907885792,0.5612556705551525,0.9168056736669407,10357,0,1,0.0014770771,14178,10357,-0.049703166,0.031218244,-0.010890576,Background,-0.15415355907885792,0.5612556705551525,0.9168056736669407,0.5612556705551525
PIGP,243,158,41.434715270996094,-0.0059801303,-0.15424552204256384,0.5612919248787149,0.9168056736669407,10358,0,1,0.001488683,10733,10358,-0.06296928,-0.012160189,0.06477158,Background,-0.15424552204256384,0.5612919248787149,0.9168056736669407,0.5612919248787149
CARMIL2,676,1503,41.69384765625,0.0074699437,-0.15426510214214234,0.5612996438248131,0.9168056736669407,10359,0,2,0.0028627277,2349,10359,-0.079836436,0.06279149,0.029983275,Background,-0.15426510214214234,0.5612996438248131,0.9168056736669407,0.5612996438248131
FAM111B,360,836,41.9710807800293,-2.1288714e-10,-0.1546715327198601,0.5614598632628627,0.9169788500393472,10360,0,2,0.0010000019,16048,10360,-2.8014284e-09,1.8657662e-09,3.7252903e-09,Background,-0.1546715327198601,0.5614598632628627,0.9169788500393472,0.5614598632628627
HPR,604,355,40.7388916015625,0.006279243,-0.15511614940842927,0.5616351245526228,0.9171765570341064,10361,0,2,0.002873494,2132,10361,-0.07798136,0.04436091,0.04449641,Background,-0.15511614940842927,0.5616351245526228,0.9171765570341064,0.5616351245526228
PPP2R3B,301,596,37.03533935546875,-0.0026078145,-0.15545326678752752,0.5617680031576854,0.9172247636507636,10362,0,2,0.0010000003,16519,10362,1.9161075e-12,9.30521e-10,-0.0045168735,Background,-0.15545326678752752,0.5617680031576854,0.9172247636507636,0.5617680031576854
ARHGAP39,637,1135,42.224151611328125,0.006828671,-0.15546610408531078,0.5617730629853938,0.9172247636507636,10363,0,2,0.0027515218,3159,10363,-0.032405574,0.017382205,0.026850978,Background,-0.15546610408531078,0.5617730629853938,0.9172247636507636,0.5617730629853938
SPC24,691,200,35.10005569458008,0.007632539,-0.15630317712080843,0.5621029739299512,0.9176748667401365,10364,0,2,0.0028014584,2893,10364,-0.04259644,0.023448942,0.03236744,Background,-0.15630317712080843,0.5621029739299512,0.9176748667401365,0.5621029739299512
TRAFD1,695,616,42.14413070678711,0.007677199,-0.15675856975939842,0.5622824371868411,0.9178368558152277,10365,0,2,0.002807535,2863,10365,-0.045029104,0.02370216,0.034624234,Background,-0.15675856975939842,0.5622824371868411,0.9178368558152277,0.5622824371868411
NAV1,602,2266,41.723628997802734,0.0061951913,-0.15683026084791715,0.5623106883794711,0.9178368558152277,10366,0,2,0.0027259828,3280,10366,-0.028353203,0.01590073,0.023182865,Background,-0.15683026084791715,0.5623106883794711,0.9178368558152277,0.5623106883794711
SLIT1,656,1607,41.43987274169922,0.007080746,-0.1572634455749545,0.5624813860290636,0.9180269172963977,10367,0,2,0.0027662427,3093,10367,-0.0350938,0.018683027,0.028674994,Background,-0.1572634455749545,0.5624813860290636,0.9180269172963977,0.5624813860290636
PIGU,668,435,41.92383575439453,0.0072438424,-0.15802719119514755,0.5627823137769686,0.9184294703999141,10368,0,2,0.0027754519,3033,10368,-0.036844403,0.019689683,0.029701423,Background,-0.15802719119514755,0.5627823137769686,0.9184294703999141,0.5627823137769686
LTBR,698,484,41.827735900878906,0.007643705,-0.15947830860172835,0.5633539765885562,0.9192737278308778,10369,0,1,0.0014836728,11644,10369,-0.030075975,-0.001120081,0.04443534,Background,-0.15947830860172835,0.5633539765885562,0.9192737278308778,0.5633539765885562
CMIP,664,797,41.846649169921875,0.00713064,-0.1598818042845852,0.5635129088985692,0.9194443990900473,10370,0,2,0.0015103495,10463,10370,-0.023987457,4.2228265e-05,0.036295854,Background,-0.1598818042845852,0.5635129088985692,0.9194443990900473,0.5635129088985692
OR2A1,213,313,40.73497009277344,-0.008455756,-0.16014150855291634,0.56361519800217,0.919508728233637,10371,0,1,0.0010000003,16573,10371,-0.006071292,9.33357e-10,-0.00857451,Background,-0.16014150855291634,0.56361519800217,0.919508728233637,0.56361519800217
