gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,delta_clade_6,tier,z_track_b,p_track_b,q_track_b,p_combined
UBE2H,706,211,31.240800857543945,-0.00016796964,0.04051181963848836,0.48384254203466415,0.6868932456375141,7542,0,2,0.001079676806674,5958,7542,-0.0003423932939767,-0.0001575332134962,0.0002660490572452,0.0003031697124242,-0.0001926990225911,-0.0004119575023651,Background,0.04051181963848836,0.48384254203466415,0.6868932456375141,0.48384254203466415
GLCE,709,625,42.36665344238281,-0.00016824977,0.04051112853851957,0.4838428175175105,0.6868932456375141,7543,0,1,0.0010350890016729,12292,7543,-0.000273180194199,-0.0001175515353679,0.000255330465734,-8.421577513217926e-05,-0.0001519136130809,-0.0001223254948854,Background,0.04051112853851957,0.4838428175175105,0.6868932456375141,0.4838428175175105
APOL3,184,416,40.47978973388672,-3.9837995000000004e-16,0.04049820202695053,0.4838479702209448,0.6868932456375141,7544,0,0,0.001,15997,7544,0.0,0.0,0.0,0.0,0.0,0.0,Background,0.04049820202695053,0.4838479702209448,0.6868932456375141,0.4838479702209448
CFAP119,702,379,41.25299453735352,-0.00016767485,0.040496446717405744,0.483848669914142,0.6868932456375141,7545,0,3,0.0010472159409713,9301,7545,-0.0005523971049115,3.830903006019071e-05,0.0002556219696998,3.0975788831710815e-05,-9.829735790845008e-05,-0.0002611149102449,Background,0.040496446717405744,0.483848669914142,0.6868932456375141,0.483848669914142
ARGLU1,709,285,30.810014724731445,-0.00016833175,0.04049473253851957,0.48384935321207845,0.6868932456375141,7546,0,2,0.001035003324833,12309,7546,-0.0005577048868872,-0.0001477152109146,0.0002440810203552,-1.1622905731201172e-06,-0.0001328326761722,6.768852472305298e-06,Background,0.04049473253851957,0.48384935321207845,0.6868932456375141,0.48384935321207845
B4GALT6,701,386,41.52288818359375,-0.00016762734,0.04048726664951368,0.48385232923024124,0.6868932456375141,7547,0,2,0.001048009859826,9156,7547,-0.0002251499827252,-0.0001630205661058,0.0003613661974668,9.508803486824036e-06,-0.0002108979970216,-0.0002569146454334,Background,0.04048726664951368,0.48385232923024124,0.6868932456375141,0.48385232923024124
AR,650,996,41.540225982666016,-0.00016261237,0.040481041375667486,0.4838548107208119,0.6868932456375141,7548,0,2,0.0010396994106944,11087,7548,-0.0003830194473266,-0.0001421980559825,0.0002681640908122,1.7959624528884888e-05,-0.0001671677455306,-0.0001091659069061,Background,0.040481041375667486,0.4838548107208119,0.6868932456375141,0.4838548107208119
EPHA2,662,989,41.14763259887695,-0.00016398051,0.0404553350612884,0.48386505766247817,0.6868932456375141,7549,0,2,0.0010486443787045,9025,7549,-0.000619328871835,0.0001340396702289,0.0001906612887978,-3.685988485813141e-05,-0.0001361314207315,-0.0001276098191738,Background,0.0404553350612884,0.48386505766247817,0.6868932456375141,0.48386505766247817
EIF3J,650,265,41.83806991577149,-0.00016291277,0.04042096137566749,0.4838787595714427,0.6868932456375141,7550,0,2,0.0010399086301077,11023,7550,-0.0004813211271539,-0.000214431551285,0.0002971999347209,-0.0001210514456033,1.1548477232281584e-06,-0.000116953626275,Background,0.04042096137566749,0.4838787595714427,0.6868932456375141,0.4838787595714427
LRRC74A,700,432,41.63677978515625,-0.00016789584,0.0404148445629029,0.48388119783428074,0.6868932456375141,7551,0,2,0.0010340704828787,12520,7551,-0.000296245329082,1.6702339053153992e-05,0.0002213884145021,-3.2782554626464844e-06,-5.496665835380554e-05,-0.0003794617950916,Background,0.0404148445629029,0.48388119783428074,0.6868932456375141,0.48388119783428074
SLC25A18,517,325,41.91070938110352,-0.00014647818,0.04040567346928508,0.4838848535851629,0.6868932456375141,7552,0,2,0.0010404246536599,10912,7552,-0.000419447052991,2.2687042928737355e-06,0.0003001540899276,-0.0001057796180248,-0.0001420928165316,-0.0001268815249204,Background,0.04040567346928508,0.4838848535851629,0.6868932456375141,0.4838848535851629
KCNH6,690,945,40.932464599609375,-0.00016701156,0.040402246831547646,0.4838862195004662,0.6868932456375141,7553,0,2,0.0010432608568084,10223,7553,-0.0004391567781567,-0.0001077353954315,0.000229824334383,6.601400673389435e-05,-0.0002218252047896,-7.343851029872894e-05,Background,0.040402246831547646,0.4838862195004662,0.6868932456375141,0.4838862195004662
MPP2,686,552,32.646522521972656,-0.00016663861,0.04039989793579643,0.48388715580983777,0.6868932456375141,7554,0,2,0.0010579125175352,7662,7554,-0.0006944321212358,-0.000381109828595,0.0002731774002313,0.0001285281032323,-6.822263094363734e-05,-9.55238938331604e-05,Background,0.04039989793579643,0.48388715580983777,0.6868932456375141,0.48388715580983777
ABCC2,656,1582,41.83576202392578,-0.00016368774,0.04039077856703552,0.4838907909445207,0.6868932456375141,7555,0,1,0.0010249083226585,14209,7555,-0.0003603752702474,-0.0001072566956281,0.0001707104966044,-4.6078115701675415e-05,-0.0001485906541347,-3.306940197944641e-05,Background,0.04039077856703552,0.4838907909445207,0.6868932456375141,0.4838907909445207
SF3B1,685,1326,41.80415344238281,-0.0001666052,0.04038723998891727,0.48389220148199,0.6868932456375141,7556,0,1,0.0010285371682745,13671,7556,-0.0002980550343636,-7.882900536060333e-05,0.0001997202634811,-2.62632966041565e-07,-0.0002051163464784,-0.0001260973513126,Background,0.04038723998891727,0.48389220148199,0.6868932456375141,0.48389220148199
AAK1,682,1050,41.550514221191406,-0.00016632701,0.04038460314690225,0.483893252572231,0.6868932456375141,7557,0,2,0.0010329405203093,12766,7557,-0.0004364969208836,5.228564259596169e-05,0.0001650294288992,-5.597434937953949e-05,-0.0001691474753897,-8.820928633213043e-05,Background,0.04038460314690225,0.483893252572231,0.6868932456375141,0.483893252572231
MRI1,690,382,30.732818603515625,-0.00016733172,0.04033821483154764,0.4839117437649281,0.6868932456375141,7558,0,2,0.0010857156058223,5641,7558,-0.0004334207624197,0.0003975338768213,0.0002334062010049,-0.000180285423994,-0.0001298859715461,-0.0001934617757797,Background,0.04033821483154764,0.4839117437649281,0.6868932456375141,0.4839117437649281
LRRC4C,718,640,42.09371566772461,-0.00016993994,0.04033701329908351,0.4839122227172136,0.6868932456375141,7559,0,1,0.0010510793165407,8592,7559,-9.766127914190292e-05,-0.0001743137836456,0.0004115961492061,-9.336508810520172e-05,-0.0002308581024408,-0.0002597346901893,Background,0.04033701329908351,0.4839122227172136,0.6868932456375141,0.4839122227172136
CCDC71,708,761,43.15389251708984,-0.00016904113,0.04033445065478086,0.48391324423304904,0.6868932456375141,7560,0,1,0.0010371798812803,11722,7560,-0.0002960637211799,-4.291534423828125e-05,0.0002740193158388,-5.865469574928284e-06,-0.0002066437155008,-0.0002395678311586,Background,0.04033445065478086,0.48391324423304904,0.6868932456375141,0.48391324423304904
SEL1L3,670,1169,42.31212615966797,-0.00016542278,0.04032844884058323,0.4839156366639052,0.6868932456375141,7561,0,2,0.0010570533154396,7765,7561,-0.0006281938403844,-9.417904948350042e-05,0.0003159698098897,-9.587034583091736e-06,-0.0002623926848173,9.139255416812377e-05,Background,0.04032844884058323,0.4839156366639052,0.6868932456375141,0.4839156366639052
FAM163B,682,202,31.94491195678711,-0.00016680003,0.040289999146902254,0.4839309634156126,0.6868932456375141,7562,0,3,0.0010328736527104,12780,7562,-0.000554772093892,-0.0001530889421701,0.0001366641372442,-7.480941712856293e-05,1.8702827219385657e-05,5.526655149878934e-05,Background,0.040289999146902254,0.4839309634156126,0.6868932456375141,0.4839309634156126
LARP7,697,603,41.80858612060547,-0.00016824075,0.04028945475639433,0.48393118041980443,0.6868932456375141,7563,0,1,0.0010427746504189,10348,7563,-0.0004512378945946,-8.807703852653503e-05,0.0003264714032411,-4.308484494686127e-05,-1.7723032215144483e-06,-0.000285405665636,Background,0.04028945475639433,0.48393118041980443,0.6868932456375141,0.48393118041980443
UQCRB,702,125,25.35876846313477,-0.00016877911,0.040275594717405744,0.48393670529099203,0.6868932456375141,7564,0,2,0.0010269943103353,13926,7564,-0.000597926788032,-9.11559909582138e-05,0.0001324461773037,-1.154094934463501e-05,4.24841491621919e-05,-6.72750174999237e-05,Background,0.040275594717405744,0.48393670529099203,0.6868932456375141,0.48393670529099203
SVIL,592,2008,42.05387115478515,-0.00015716054,0.04026869221396065,0.48393945675932365,0.6868932456375141,7565,0,2,0.0010414028300665,10669,7565,-0.0004744501784443,-3.770366311073303e-05,0.0002998821437358,7.90320336818695e-06,-0.000174056738615,-0.0001556370407342,Background,0.04026869221396065,0.48393945675932365,0.6868932456375141,0.48393945675932365
FLNA,631,2652,41.92996597290039,-0.00016172229,0.040252144960346264,0.4839460528104741,0.6868932456375141,7566,0,2,0.0010370897601661,11741,7566,-0.0004859408363699,5.4844349506311125e-08,0.0002731150016188,-7.416866719722748e-05,-2.259120446979068e-05,-0.000216532498598,Background,0.040252144960346264,0.4839460528104741,0.6868932456375141,0.4839460528104741
COPZ1,722,177,36.72492599487305,-0.00017075858,0.04024515232326034,0.4839488402104151,0.6868932456375141,7567,0,1,0.0010128110288944,15250,7567,-0.0001434413716197,-0.0001098308712244,8.212681859731674e-05,-6.270967423915863e-05,-5.258712189970538e-05,-0.0001849345862865,Background,0.04024515232326034,0.4839488402104151,0.6868932456375141,0.4839488402104151
MDFI,712,282,41.494102478027344,-0.00016988121,0.040239825340114145,0.483950963649113,0.6868932456375141,7568,0,1,0.0010205874196574,14700,7568,-0.0002311943098902,-1.6916543245315552e-05,0.0001376988366246,-0.0001367162913084,-0.000141592696309,-9.830482304096222e-05,Background,0.040239825340114145,0.483950963649113,0.6868932456375141,0.483950963649113
UBE2D2,667,147,41.22815704345703,-0.00016562823,0.04022711164650767,0.48395603157556494,0.6868932456375141,7569,0,3,0.0010479460909814,9168,7569,-0.0005782384541817,2.450310785206966e-05,0.0002837367355823,3.0474737286567688e-05,-0.0001873904839158,-0.0001614727079868,Background,0.04022711164650767,0.48395603157556494,0.6868932456375141,0.48395603157556494
CAPRIN1,708,733,41.942474365234375,-0.00016962065,0.04021854665478086,0.48395944574992333,0.6868932456375141,7570,0,1,0.001014887550455,15137,7570,-0.0001198025420308,-0.0001251175999641,9.650923311710358e-05,-5.398690700531006e-05,-7.807090878486633e-05,-0.0001790411770343,Background,0.04021854665478086,0.48395944574992333,0.6868932456375141,0.48395944574992333
DTHD1,647,915,45.15401840209961,-0.00016364949,0.040210561718329325,0.48396262870388623,0.6868932456375141,7571,0,1,0.0010353255832858,12234,7571,-0.0001830160617828,-0.0001667980104684,0.000257421284914,-5.0107017159461975e-05,-0.0002220477908849,-9.467266499996184e-05,Background,0.040210561718329325,0.48396262870388623,0.6868932456375141,0.48396262870388623
TASL,714,316,42.01699447631836,-0.00017045894,0.0401607431930256,0.48398248737874516,0.6868932456375141,7572,0,2,0.0010333000073847,12679,7572,-0.0003476804122328,-3.678909706650302e-05,0.0001918524503707,-0.0001602917909622,-0.0001980261877179,3.347545862197876e-05,Background,0.0401607431930256,0.48398248737874516,0.6868932456375141,0.48398248737874516
MCFD2,726,149,38.57815170288086,-0.0001715415,0.04015984058396402,0.48398284717739504,0.6868932456375141,7573,0,3,0.0010527058294979,8333,7573,-0.0005832565948367,-0.0001968098949873,7.447227835655212e-05,0.0001052971929311,-0.0001659961562836,0.0001571737229824,Background,0.04015984058396402,0.48398284717739504,0.6868932456375141,0.48398284717739504
KCNK5,708,508,36.86775588989258,-0.00016994783,0.04015311065478086,0.4839855298668427,0.6868932456375141,7574,0,1,0.0010395892110775,11120,7574,-0.0003647664561867,-6.937794387340546e-05,0.0002961587160825,-1.2701377272605896e-05,-0.0002178084105253,-0.0001579914242029,Background,0.04015311065478086,0.4839855298668427,0.6868932456375141,0.4839855298668427
NMNAT1,705,284,34.86922836303711,-0.00016972778,0.04014166822888145,0.4839900910569502,0.6868932456375141,7575,0,3,0.0010219388388218,14582,7575,-0.0003553526476025,-1.6696747479727492e-05,6.45611435174942e-05,5.085021257400513e-05,2.017058795900084e-05,-0.0002980697900056,Background,0.04014166822888145,0.4839900910569502,0.6868932456375141,0.4839900910569502
TUT7,686,1318,41.829593658447266,-0.00016793702,0.040140215935796426,0.4839906699714763,0.6868932456375141,7576,0,1,0.0010356977818456,12134,7576,-0.0002363808453083,-0.0001030941784847,0.000260722823441,-7.811933755874634e-05,-0.0001573288172949,-0.0001689549535512,Background,0.040140215935796426,0.4839906699714763,0.6868932456375141,0.4839906699714763
ANTXR2,678,496,41.949951171875,-0.00016721142,0.040129420510571494,0.48399497325576435,0.6868932456375141,7577,0,2,0.0010603880358213,7375,7577,-0.0002872301265597,-0.0002843644469976,0.0004887375980615,-0.0001886114478111,-0.0002234345301985,1.3586140994448216e-05,Background,0.040129420510571494,0.48399497325576435,0.6868932456375141,0.48399497325576435
SPP2,695,256,41.92435836791992,-0.000168855,0.04012879681616265,0.4839952218735732,0.6868932456375141,7578,0,2,0.0010803352665533,5917,7578,-0.0004278551787137,-0.0001404620707035,0.0002432661131024,0.0003342255949974,-0.0002433424815535,-0.0003296136856079,Background,0.04012879681616265,0.4839952218735732,0.6868932456375141,0.4839952218735732
GPRC5B,660,406,41.713157653808594,-0.00016550234,0.04011011880845574,0.4840026673261574,0.6868932456375141,7579,0,1,0.0010412375265233,10699,7579,-0.0005971807986497,-0.0001221746206283,0.0003116922453045,-1.1276453733444214e-05,-0.0001184251159429,-5.290098488330841e-05,Background,0.04011011880845574,0.4840026673261574,0.6868932456375141,0.4840026673261574
PAK4,640,633,40.70009994506836,-0.00016340865,0.04010987946976914,0.4840027627317031,0.6868932456375141,7580,0,3,0.0010226515600746,14477,7580,-0.0002869665622711,1.2628734111785889e-06,0.0001362450420856,1.1868774890899658e-05,-0.0002188859507441,-0.000148732215166,Background,0.04010987946976914,0.4840027627317031,0.6868932456375141,0.4840027627317031
C11orf58,716,189,37.18544387817383,-0.00017096422,0.0400959981575402,0.484008296122743,0.6868932456375141,7581,0,1,0.0010422400687764,10480,7581,-0.0001250049099326,-4.2421743273735046e-05,0.0003212988376617,-0.0001136232167482,-0.0001861881464719,-0.0003101974725723,Background,0.0400959981575402,0.484008296122743,0.6868932456375141,0.484008296122743
GCDH,696,452,41.75892639160156,-0.00016912913,0.040092895156940325,0.4840095330462615,0.6868932456375141,7582,0,2,0.0010878823951994,5523,7582,-0.0002664094790816,-0.0014768270775675,0.0002273898571729,-5.355477333068848e-05,0.0004274193197488,-0.0001788027584552,Background,0.040092895156940325,0.4840095330462615,0.6868932456375141,0.4840095330462615
ALDH9A1,658,553,42.81513214111328,-0.000165391,0.040091350449509205,0.48401014880029286,0.6868932456375141,7583,0,1,0.0010293013119908,13534,7583,-0.000226305637625,-3.789160837186501e-05,0.0002059862017631,-0.0001257956027984,-0.0002358013880439,-6.12996518611908e-05,Background,0.040091350449509205,0.48401014880029286,0.6868932456375141,0.48401014880029286
TMEM109,716,246,41.87809753417969,-0.00017099838,0.0400891661575402,0.4840110195067186,0.6868932456375141,7584,0,2,0.0010360858525757,12031,7584,-0.000394937582314,9.570270776748656e-06,0.0002492107450962,-9.433552622795104e-05,-4.0315091609954834e-05,-0.000263225287199,Background,0.0400891661575402,0.4840110195067186,0.6868932456375141,0.4840110195067186
CFAP44,635,1911,41.94097137451172,-0.00016299615,0.040084554283723255,0.4840128579004732,0.6868932456375141,7585,0,1,0.0010410909693353,10743,7585,-0.0003852685913443,-1.405602233717218e-06,0.0003102980554103,-0.0001048427075147,-0.0001700811553746,-0.0001501329243183,Background,0.040084554283723255,0.4840128579004732,0.6868932456375141,0.4840128579004732
SELENBP1,684,473,42.09934616088867,-0.00016805899,0.040077099645360326,0.48401582948305927,0.6868932456375141,7586,0,2,0.0010560312951467,7877,7586,-0.0005092294886708,-9.745173156261444e-05,0.0002500182017683,-1.1239200830459596e-05,-0.0003468636423349,0.0001342222094535,Background,0.040077099645360326,0.48401582948305927,0.6868932456375141,0.48401582948305927
CDPF1,704,148,34.32360076904297,-0.00016996278,0.04007610536578467,0.4840162258248037,0.6868932456375141,7587,0,2,0.0010606992684637,7336,7587,0.000267487950623,-0.0002983957529067,0.0001524938270449,-0.0002954080700874,-0.0001329127699136,-3.3060088753700256e-05,Background,0.04007610536578467,0.4840162258248037,0.6868932456375141,0.4840162258248037
RBM47,698,617,39.593040466308594,-0.00016950004,0.04005643976049864,0.4840240649715805,0.6868932456375141,7588,0,3,0.0010387275896792,11323,7588,1.263246485905256e-05,-0.0001231860369443,0.0002329032868146,2.283044159412384e-05,-0.0005530659109354,-1.7667189240455627e-05,Background,0.04005643976049864,0.4840240649715805,0.6868932456375141,0.4840240649715805
LIMS3,628,401,33.73296356201172,-0.00016239655,0.04005136107186166,0.4840260894506043,0.6868932456375141,7589,0,3,0.0010683841551041,6660,7589,-0.0002139909192919,6.731320172548294e-05,0.0002964697778224,0.0001016855239868,-7.286109030246735e-05,-0.0005928669124841,Background,0.04005136107186166,0.4840260894506043,0.6868932456375141,0.4840260894506043
PNISR,712,823,43.273704528808594,-0.00017085281,0.04004550534011415,0.4840284236769244,0.6868932456375141,7590,0,2,0.0010410416721517,10763,7590,-0.0003946227952837,1.4757737517356873e-05,0.0002853451296687,-8.866563439369202e-05,-0.0001203380525112,-0.0002292469143867,Background,0.04004550534011415,0.4840284236769244,0.6868932456375141,0.4840284236769244
