gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,tier,z_track_b,p_track_b,q_track_b,p_combined
GPBP1,701,501,41.58616638183594,-0.00035025447,-0.2113623122322836,0.5836977185626311,0.7010908567228249,10206,0,0,0.001,14376,10206,-0.00041392632,-8.140749e-05,Background,-0.2113623122322836,0.5836977185626311,0.7010908567228249,0.5836977185626311
PDE6A,685,868,41.79362487792969,-0.00034080783,-0.21136270066130458,0.5836978701003956,0.7010908567228249,10207,0,0,0.001,14791,10207,-0.00033052452,-0.00015145005,Background,-0.21136270066130458,0.5836978701003956,0.7010908567228249,0.5836978701003956
MYOM3,637,1524,42.30084991455078,-0.00031039142,-0.21136592530788642,0.5836991281308765,0.7010908567228249,10208,0,0,0.001,16030,10208,-0.0004226463,-1.6313512e-05,Background,-0.21136592530788642,0.5836991281308765,0.7010908567228249,0.5836991281308765
ATAD5,642,1927,42.746864318847656,-0.00031381263,-0.21137216152036656,0.5837015610602975,0.7010908567228249,10209,0,0,0.001,11233,10209,-0.00029575545,-0.0001480435,Background,-0.21137216152036656,0.5837015610602975,0.7010908567228249,0.5837015610602975
RUNX1T1,712,620,41.76759338378906,-0.00035671637,-0.21137296774408387,0.5837018755915852,0.7010908567228249,10210,0,0,0.001,8521,10210,-0.00045805424,-4.641764e-05,Background,-0.21137296774408387,0.5837018755915852,0.7010908567228249,0.5837018755915852
ADAMTS3,687,1242,41.67552947998047,-0.00034220394,-0.2113766229325785,0.5837033015861041,0.7010908567228249,10211,0,0,0.001,10383,10211,-0.00040128082,-8.2669314e-05,Background,-0.2113766229325785,0.5837033015861041,0.7010908567228249,0.5837033015861041
SMYD4,667,811,42.04214859008789,-0.00032997061,-0.2113767925837418,0.5837033677718922,0.7010908567228249,10212,0,1,0.0010545753,6451,10212,-0.0005821008,0.0001154514,Background,-0.2113767925837418,0.5837033677718922,0.7010908567228249,0.5837033677718922
TAGLN2,715,200,41.14859771728515,-0.0003585018,-0.21137934833703417,0.5837043648443192,0.7010908567228249,10213,0,0,0.001,10195,10213,-0.00045037642,-5.6623336e-05,Background,-0.21137934833703417,0.5837043648443192,0.7010908567228249,0.5837043648443192
CCDC73,591,1172,41.44915390014648,-0.00027820747,-0.2113950336521224,0.5837104841223729,0.7010908567228249,10214,0,1,0.001007345,8058,10214,-0.00040824013,1.4798716e-05,Background,-0.2113950336521224,0.5837104841223729,0.7010908567228249,0.5837104841223729
CASD1,693,799,42.41371154785156,-0.000346039,-0.2113956448720103,0.5837107225758552,0.7010908567228249,10215,0,0,0.001,15557,10215,-0.0003590621,-0.00013031077,Background,-0.2113956448720103,0.5837107225758552,0.7010908567228249,0.5837107225758552
FAM120C,608,1119,41.49700164794922,-0.00029069604,-0.21139569096192637,0.5837107405567823,0.7010908567228249,10216,0,0,0.001,15814,10216,-0.0001957838,-0.00021532271,Background,-0.21139569096192637,0.5837107405567823,0.7010908567228249,0.5837107405567823
TFEB,683,515,40.74755096435547,-0.0003400953,-0.21139752070612688,0.5837114543895094,0.7010908567228249,10217,0,0,0.001,11061,10217,-0.00027764402,-0.00020332146,Background,-0.21139752070612688,0.5837114543895094,0.7010908567228249,0.5837114543895094
PIGK,686,400,36.263145446777344,-0.0003419526,-0.21140124216915354,0.5837129062320905,0.7010908567228249,10218,0,0,0.001,15710,10218,-0.00039145723,-9.213667e-05,Background,-0.21140124216915354,0.5837129062320905,0.7010908567228249,0.5837129062320905
TESC,684,187,28.856992721557617,-0.00034078758,-0.21140384496059839,0.5837139216501924,0.7010908567228249,10219,0,0,0.001,10300,10219,-0.00045762025,-2.4326611e-05,Background,-0.21140384496059839,0.5837139216501924,0.7010908567228249,0.5837139216501924
LGMN,690,438,41.69156646728515,-0.00034451578,-0.2114136681680629,0.5837177539394054,0.7010908567228249,10220,0,0,0.001,12445,10220,-0.0004833527,-3.8668513e-06,Background,-0.2114136681680629,0.5837177539394054,0.7010908567228249,0.5837177539394054
UBL4B,607,198,35.115699768066406,-0.00029027113,-0.2114159603040552,0.5837186481602411,0.7010908567228249,10221,0,0,0.001,9722,10221,-0.00033805508,-7.245131e-05,Background,-0.2114159603040552,0.5837186481602411,0.7010908567228249,0.5837186481602411
MTG2,702,416,37.69659805297851,-0.00035159467,-0.21141642299321042,0.5837188286670539,0.7010908567228249,10222,0,0,0.001,16464,10222,-0.00040447898,-9.274838e-05,Background,-0.21141642299321042,0.5837188286670539,0.7010908567228249,0.5837188286670539
PRKD3,699,903,41.67999267578125,-0.00034990686,-0.2114203476011543,0.5837203597557667,0.7010908567228249,10223,0,0,0.001,15506,10223,-0.00026519783,-0.00022964715,Background,-0.2114203476011543,0.5837203597557667,0.7010908567228249,0.5837203597557667
ELSPBP1,419,224,41.77229690551758,-0.000112302136,-0.2114208022584332,0.5837205371289759,0.7010908567228249,10224,0,0,0.001,13607,10224,0.0,-0.00015881658,Background,-0.2114208022584332,0.5837205371289759,0.7010908567228249,0.5837205371289759
ERGIC1,686,297,30.536426544189453,-0.0003423181,-0.21142712097302593,0.5837230022162724,0.7010908567228249,10225,0,0,0.001,13965,10225,-0.00036665425,-0.00011745514,Background,-0.21142712097302593,0.5837230022162724,0.7010908567228249,0.5837230022162724
PLCH1,657,1044,41.52926254272461,-0.00032440387,-0.2114300384841292,0.5837241404086104,0.7010908567228249,10226,0,0,0.001,15871,10226,-0.00024442747,-0.00021434948,Background,-0.2114300384841292,0.5837241404086104,0.7010908567228249,0.5837241404086104
CCNT2,687,751,41.73530578613281,-0.0003429728,-0.211431079460311,0.5837245465186736,0.7010908567228249,10227,0,0,0.001,14914,10227,-0.0004187245,-6.631366e-05,Background,-0.211431079460311,0.5837245465186736,0.7010908567228249,0.5837245465186736
DDX24,693,922,41.93613052368164,-0.00034656393,-0.21143289893243516,0.5837252563386759,0.7010908567228249,10228,0,0,0.001,12589,10228,-0.00031613745,-0.00017397851,Background,-0.21143289893243516,0.5837252563386759,0.7010908567228249,0.5837252563386759
DYDC2,598,193,39.09700393676758,-0.00028399203,-0.21143491471875947,0.5837260427452685,0.7010908567228249,10229,0,1,0.0011532309,4837,10229,0.00036191894,-0.0007635439,Background,-0.21143491471875947,0.5837260427452685,0.7010908567228249,0.5837260427452685
PIBF1,682,781,41.98299789428711,-0.0003401672,-0.21144532835455254,0.5837301053490177,0.7010908567228249,10230,0,0,0.001,15714,10230,-0.00020761602,-0.000273454,Background,-0.21144532835455254,0.5837301053490177,0.7010908567228249,0.5837301053490177
MARCHF3,718,253,42.00175476074219,-0.0003611208,-0.2114461424212524,0.583730422935168,0.7010908567228249,10231,0,0,0.001,13434,10231,-0.00046781078,-4.289043e-05,Background,-0.2114461424212524,0.583730422935168,0.7010908567228249,0.583730422935168
ITIH1,703,947,40.536964416503906,-0.00035263223,-0.21144910822752383,0.5837315799639713,0.7010908567228249,10232,0,0,0.001,14235,10232,-0.00027384236,-0.0002248516,Background,-0.21144910822752383,0.5837315799639713,0.7010908567228249,0.5837315799639713
CRISPLD1,716,518,41.84742736816406,-0.00036006048,-0.21145054231270968,0.5837321394331149,0.7010908567228249,10233,0,1,0.0010577134,6374,10233,-0.0006317012,0.00012249628,Background,-0.21145054231270968,0.5837321394331149,0.7010908567228249,0.5837321394331149
GADD45B,697,163,33.04478454589844,-0.00034916587,-0.21145070739230604,0.5837322038343972,0.7010908567228249,10234,0,0,0.001,9167,10234,-0.00039636344,-9.7433105e-05,Background,-0.21145070739230604,0.5837322038343972,0.7010908567228249,0.5837322038343972
TRABD2B,713,551,32.093666076660156,-0.0003583957,-0.21145245573529486,0.5837328859023809,0.7010908567228249,10235,0,0,0.001,10598,10235,-0.0004448332,-6.201648e-05,Background,-0.21145245573529486,0.5837328859023809,0.7010908567228249,0.5837328859023809
ERO1B,639,474,41.64390563964844,-0.00031303684,-0.21145702057809623,0.5837346667491987,0.7010908567228249,10236,0,0,0.001,14418,10236,-0.00027301023,-0.0001696907,Background,-0.21145702057809623,0.5837346667491987,0.7010908567228249,0.5837346667491987
C14orf119,716,143,40.04156494140625,-0.0003602996,-0.211467639900187,0.5837388095765454,0.7010908567228249,10237,0,0,0.001,10007,10237,-0.00037509575,-0.00013444375,Background,-0.211467639900187,0.5837388095765454,0.7010908567228249,0.5837388095765454
CSN3,639,321,40.62997817993164,-0.00031326525,-0.21147292785072488,0.5837408725170105,0.7010908567228249,10238,0,1,0.0010367917,6975,10238,-0.00051941816,7.639406e-05,Background,-0.21147292785072488,0.5837408725170105,0.7010908567228249,0.5837408725170105
BIRC7,613,341,38.916622161865234,-0.00029547652,-0.2114790922089203,0.5837432773595806,0.7010908567228249,10239,0,0,0.001,8491,10239,-0.00018225989,-0.00023560785,Background,-0.2114790922089203,0.5837432773595806,0.7010908567228249,0.5837432773595806
NELL2,666,818,41.81487274169922,-0.000330806,-0.21147957330757283,0.5837434650459009,0.7010908567228249,10240,0,0,0.001,16199,10240,-0.00036628358,-0.00010154676,Background,-0.21147957330757283,0.5837434650459009,0.7010908567228249,0.5837434650459009
SSBP3,709,288,41.048004150390625,-0.00035651273,-0.21148021462594638,0.5837437152371472,0.7010908567228249,10241,0,0,0.001,12000,10241,-0.0004299581,-7.422388e-05,Background,-0.21148021462594638,0.5837437152371472,0.7010908567228249,0.5837437152371472
HOXB5,718,281,40.51873397827149,-0.00036161684,-0.21148163288512475,0.5837442685285679,0.7010908567228249,10242,0,0,0.001,13746,10242,-0.00044671446,-6.4688735e-05,Background,-0.21148163288512475,0.5837442685285679,0.7010908567228249,0.5837442685285679
SCGN,621,277,42.21110534667969,-0.0003011881,-0.21148541930256412,0.5837457456853268,0.7010908567228249,10243,0,0,0.001,8869,10243,-0.00039141998,-3.4524128e-05,Background,-0.21148541930256412,0.5837457456853268,0.7010908567228249,0.5837457456853268
ATP13A3,696,1288,41.78703308105469,-0.00034908915,-0.21148687615081976,0.5837463140304945,0.7010908567228249,10244,0,0,0.001,11744,10244,-0.00041782483,-7.586321e-05,Background,-0.21148687615081976,0.5837463140304945,0.7010908567228249,0.5837463140304945
PTK2B,675,1021,41.751976013183594,-0.000336534,-0.21148992951754814,0.5837475052083614,0.7010908567228249,10245,0,0,0.001,9487,10245,-0.00038944557,-8.6486805e-05,Background,-0.21148992951754814,0.5837475052083614,0.7010908567228249,0.5837475052083614
NFATC2,661,934,40.88191986083984,-0.00032781786,-0.21149092111468015,0.5837478920495621,0.7010908567228249,10246,0,0,0.001,16091,10246,-0.00036212802,-0.00010147691,Background,-0.21149092111468015,0.5837478920495621,0.7010908567228249,0.5837478920495621
HNRNPM,683,981,41.68547058105469,-0.00034157315,-0.2115020523947396,0.5837522345714232,0.7010908567228249,10247,0,0,0.001,13661,10247,-0.00032541156,-0.00015764846,Background,-0.2115020523947396,0.5837522345714232,0.7010908567228249,0.5837522345714232
POU2F3,696,472,42.04033279418945,-0.0003493277,-0.21150382276084492,0.58375292522362,0.7010908567228249,10248,0,1,0.0010308863,7182,10248,-0.00055776536,6.3741114e-05,Background,-0.21150382276084492,0.58375292522362,0.7010908567228249,0.58375292522362
TBC1D20,710,424,41.21739959716797,-0.00035743663,-0.21150549273517286,0.5837535767109112,0.7010908567228249,10249,0,0,0.001,10190,10249,-0.0002540499,-0.00025144516,Background,-0.21150549273517286,0.5837535767109112,0.7010908567228249,0.5837535767109112
TFAM,708,250,41.55261993408203,-0.0003563617,-0.21151015912668195,0.5837553971537026,0.7010908567228249,10250,0,1,0.001161594,4752,10250,-0.0008894503,0.00038547872,Background,-0.21151015912668195,0.5837553971537026,0.7010908567228249,0.5837553971537026
PPP1R14D,709,187,41.509483337402344,-0.00035693528,-0.21151036016847513,0.5837554755836616,0.7010908567228249,10251,0,0,0.001,15389,10251,-0.0004598759,-4.4905362e-05,Background,-0.21151036016847513,0.5837554755836616,0.7010908567228249,0.5837554755836616
IFT70A,491,851,41.64517593383789,-0.00019402709,-0.21151899570405344,0.5837588444556645,0.7010908567228249,10252,0,0,0.001,14443,10252,-0.00013332162,-0.00014107674,Background,-0.21151899570405344,0.5837588444556645,0.7010908567228249,0.5837588444556645
RPRML,590,121,31.53282928466797,-0.00027927174,-0.21151906952195035,0.5837588732532781,0.7010908567228249,10253,0,0,0.001,8486,10253,-0.00038111,-1.3840385e-05,Background,-0.21151906952195035,0.5837588732532781,0.7010908567228249,0.5837588732532781
HACL1,686,594,43.21135711669922,-0.00034378452,-0.21153094914149267,0.5837635076884977,0.7010908567228249,10254,0,0,0.001,13994,10254,-0.00023407862,-0.000252106,Background,-0.21153094914149267,0.5837635076884977,0.7010908567228249,0.5837635076884977
TSPAN19,527,263,42.80722427368164,-0.00022802921,-0.2115345894739959,0.5837649278398258,0.7010908567228249,10255,0,0,0.001,11286,10255,0.0,-0.00032248162,Background,-0.2115345894739959,0.5837649278398258,0.7010908567228249,0.5837649278398258
NUS1,682,356,41.44038009643555,-0.00034146046,-0.21153677262688766,0.583765779521799,0.7010908567228249,10256,0,0,0.001,16619,10256,-0.0004276652,-5.5233017e-05,Background,-0.21153677262688766,0.583765779521799,0.7010908567228249,0.583765779521799
HSD3B1,425,376,42.82920455932617,-0.00012162654,-0.21153846001562546,0.5837664377981784,0.7010908567228249,10257,0,0,0.001,13678,10257,0.0,-0.0001720041,Background,-0.21153846001562546,0.5837664377981784,0.7010908567228249,0.5837664377981784
OR13C4,411,324,42.36519241333008,-0.00010403432,-0.21154095613890614,0.5837674115739492,0.7010908567228249,10258,0,0,0.001,16782,10258,0.0,-0.00014712289,Background,-0.21154095613890614,0.5837674115739492,0.7010908567228249,0.5837674115739492
RNF144A,694,308,36.497554779052734,-0.0003486799,-0.21154125071165303,0.5837675264912376,0.7010908567228249,10259,0,0,0.001,9656,10259,-0.00026305206,-0.00023005507,Background,-0.21154125071165303,0.5837675264912376,0.7010908567228249,0.5837675264912376
RASL10A,702,224,25.20714950561523,-0.00035340607,-0.21154535867596838,0.5837691290695657,0.7010908567228249,10260,0,0,0.001,9248,10260,-0.00023771822,-0.00026207318,Background,-0.21154535867596838,0.5837691290695657,0.7010908567228249,0.5837691290695657
ITGAE,629,1241,45.9598388671875,-0.00030767685,-0.21155317224235903,0.5837721772548496,0.7010908567228249,10261,0,0,0.001,14247,10261,-0.0002270001,-0.00020812126,Background,-0.21155317224235903,0.5837721772548496,0.7010908567228249,0.5837721772548496
ST13,683,377,41.31287384033203,-0.00034231273,-0.21155436456868434,0.5837726423981549,0.7010908567228249,10262,0,0,0.001,11899,10262,-0.0003613755,-0.00012272736,Background,-0.21155436456868434,0.5837726423981549,0.7010908567228249,0.5837726423981549
TLE4,694,783,41.52872467041016,-0.00034893642,-0.21155946186479638,0.583774630923891,0.7010908567228249,10263,0,0,0.001,11111,10263,-0.00046452507,-2.8945738e-05,Background,-0.21155946186479638,0.583774630923891,0.7010908567228249,0.583774630923891
ERLIN2,714,379,41.09452819824219,-0.00036059963,-0.21156956575178879,0.5837785725836593,0.7010908567228249,10264,0,0,0.001,14493,10264,-0.0004772842,-3.2681266e-05,Background,-0.21156956575178879,0.5837785725836593,0.7010908567228249,0.5837785725836593
CPB2,678,428,41.54448699951172,-0.00033956906,-0.21157463291922313,0.5837805493494304,0.7010908567228249,10265,0,0,0.001,16042,10265,-0.00025021657,-0.00023000548,Background,-0.21157463291922313,0.5837805493494304,0.7010908567228249,0.5837805493494304
FSD1L,549,559,42.12146759033203,-0.00024774857,-0.2115843957465769,0.5837843579452415,0.7010908567228249,10266,0,0,0.001,9026,10266,-0.00033421163,-1.616031e-05,Background,-0.2115843957465769,0.5837843579452415,0.7010908567228249,0.5837843579452415
NPTN,718,290,41.71319961547851,-0.00036306275,-0.21158508425319517,0.5837846265396177,0.7010908567228249,10267,0,0,0.001,17091,10267,-0.00042547286,-8.7977154e-05,Background,-0.21158508425319517,0.5837846265396177,0.7010908567228249,0.5837846265396177
SF3B5,722,86,17.224952697753906,-0.00036533107,-0.21158802602506296,0.5837857741583266,0.7010908567228249,10268,0,0,0.001,8799,10268,-0.0004264675,-9.019021e-05,Background,-0.21158802602506296,0.5837857741583266,0.7010908567228249,0.5837857741583266
KPNA2,636,532,41.57990264892578,-0.00031293277,-0.21158940155934056,0.5837863107696688,0.7010908567228249,10269,0,0,0.001,12656,10269,-0.00038183434,-6.0719438e-05,Background,-0.21158940155934056,0.5837863107696688,0.7010908567228249,0.5837863107696688
MPZL3,719,243,40.60762405395508,-0.00036382943,-0.21159997974498054,0.583790437433256,0.7010908567228249,10270,0,0,0.001,16308,10270,-0.00028550252,-0.00022903126,Background,-0.21159997974498054,0.583790437433256,0.7010908567228249,0.583790437433256
IFRD1,710,470,43.287200927734375,-0.00035878908,-0.21160201024241737,0.5837912295510108,0.7010908567228249,10271,0,0,0.001,14490,10271,-0.0004954003,-1.2001459e-05,Background,-0.21160201024241737,0.5837912295510108,0.7010908567228249,0.5837912295510108
PPP1CC,698,329,41.26856231689453,-0.0003520106,-0.21161137357115703,0.5837948822766252,0.7010908567228249,10272,0,0,0.001,15381,10272,-0.00037273765,-0.00012508186,Background,-0.21161137357115703,0.5837948822766252,0.7010908567228249,0.5837948822766252
BLOC1S4,645,238,30.273048400878903,-0.00031935866,-0.21162103418267555,0.5837986509675576,0.7010908567228249,10273,0,0,0.001,8570,10273,-0.00033789128,-0.000113748945,Background,-0.21162103418267555,0.5837986509675576,0.7010908567228249,0.5837986509675576
MYO1B,690,1107,41.95740509033203,-0.00034748536,-0.2116242077129148,0.5837998889883983,0.7010908567228249,10274,0,0,0.001,16425,10274,-0.00046252087,-2.8897543e-05,Background,-0.2116242077129148,0.5837998889883983,0.7010908567228249,0.5837998889883983
CIBAR1,697,296,41.50432586669922,-0.00035163749,-0.21162634937156613,0.5838007244669831,0.7010908567228249,10275,0,1,0.001037504,6943,10275,-0.0005752221,7.793028e-05,Background,-0.21162634937156613,0.5838007244669831,0.7010908567228249,0.5838007244669831
MINAR1,647,921,42.09151840209961,-0.00032078451,-0.21162912734565656,0.5838018081768692,0.7010908567228249,10276,0,1,0.0010116983,7884,10276,2.3673289e-05,-0.00047733076,Background,-0.21162912734565656,0.5838018081768692,0.7010908567228249,0.5838018081768692
